trip_id,traveler_name,window,start_date,weekday,end_date,nights,origin_airport,destination_airport,destination_city,carrier_name,distance_km,transportation_cost,route_carriers
OPG-2025-08-27,Mary Grant,LateAugust,2025-08-27,Wednesday,2025-09-01,5,PHL,MCO,Orlando,Frontier Airlines Inc.,1388.6,215.0,"AA, F9, FL, US, WN"
OPM-2021-01-13,Michel Ardan,January,2021-01-13,Wednesday,2021-01-20,7,DFW,CDG,Paris,American Airlines Inc.,7944.1,420.0,"AA, AF, AY, BA, IB, US"
OPM-2021-03-03,Michel Ardan,March,2021-03-03,Wednesday,2021-03-10,7,DFW,MAD,Madrid,American Airlines Inc.,7973.9,420.0,"AA, AY, BA, IB, US"
OPM-2021-04-28,Michel Ardan,LateApril,2021-04-28,Wednesday,2021-05-05,7,DFW,AMS,Amsterdam,Delta Air Lines Inc.,7900.1,420.0,"DL, KL"
OPM-2021-08-25,Michel Ardan,LateAugust,2021-08-25,Wednesday,2021-08-30,5,DFW,CUN,Cancun,American Airlines Inc.,1657.2,420.0,"AA, NK, SY, US"
OPM-2021-09-08,Michel Ardan,September,2021-09-08,Wednesday,2021-09-15,7,DFW,LHR,London,American Airlines Inc.,7627.2,420.0,"AA, AY, BA, IB, MH, US"
OPM-2022-01-12,Michel Ardan,January,2022-01-12,Wednesday,2022-01-19,7,DFW,CDG,Paris,Compagnie Natl Air France,7944.1,420.0,"AA, AF, AY, BA, IB, US"
OPM-2022-03-02,Michel Ardan,March,2022-03-02,Wednesday,2022-03-09,7,DFW,MAD,Madrid,British Airways Plc,7973.9,420.0,"AA, AY, BA, IB, US"
OPM-2022-04-27,Michel Ardan,LateApril,2022-04-27,Wednesday,2022-05-04,7,DFW,AMS,Amsterdam,Klm Royal Dutch Airlines,7900.1,420.0,"DL, KL"
OPM-2022-08-31,Michel Ardan,LateAugust,2022-08-31,Wednesday,2022-09-05,5,DFW,CUN,Cancun,Spirit Air Lines,1657.2,420.0,"AA, NK, SY, US"
OPM-2022-09-14,Michel Ardan,September,2022-09-14,Wednesday,2022-09-21,7,DFW,LHR,London,British Airways Plc,7627.2,420.0,"AA, AY, BA, IB, MH, US"
OPM-2023-01-11,Michel Ardan,January,2023-01-11,Wednesday,2023-01-18,7,DFW,CDG,Paris,British Airways Plc,7944.1,420.0,"AA, AF, AY, BA, IB, US"
OPM-2023-03-01,Michel Ardan,March,2023-03-01,Wednesday,2023-03-08,7,DFW,MAD,Madrid,Iberia Air Lines Of Spain,7973.9,420.0,"AA, AY, BA, IB, US"
OPM-2023-04-26,Michel Ardan,LateApril,2023-04-26,Wednesday,2023-05-03,7,DFW,AMS,Amsterdam,Delta Air Lines Inc.,7900.1,420.0,"DL, KL"
OPM-2023-08-30,Michel Ardan,LateAugust,2023-08-30,Wednesday,2023-09-04,5,DFW,CUN,Cancun,American Airlines Inc.,1657.2,420.0,"AA, NK, SY, US"
OPM-2023-09-13,Michel Ardan,September,2023-09-13,Wednesday,2023-09-20,7,DFW,LHR,London,Iberia Air Lines Of Spain,7627.2,420.0,"AA, AY, BA, IB, MH, US"
OPM-2024-01-10,Michel Ardan,January,2024-01-10,Wednesday,2024-01-17,7,DFW,CDG,Paris,Iberia Air Lines Of Spain,7944.1,420.0,"AA, AF, AY, BA, IB, US"
OPM-2024-03-06,Michel Ardan,March,2024-03-06,Wednesday,2024-03-13,7,DFW,MAD,Madrid,American Airlines Inc.,7973.9,420.0,"AA, AY, BA, IB, US"
OPM-2024-04-24,Michel Ardan,LateApril,2024-04-24,Wednesday,2024-05-01,7,DFW,AMS,Amsterdam,Klm Royal Dutch Airlines,7900.1,420.0,"DL, KL"
OPM-2024-08-28,Michel Ardan,LateAugust,2024-08-28,Wednesday,2024-09-02,5,DFW,CUN,Cancun,Spirit Air Lines,1657.2,420.0,"AA, NK, SY, US"
OPM-2024-09-11,Michel Ardan,September,2024-09-11,Wednesday,2024-09-18,7,DFW,LHR,London,American Airlines Inc.,7627.2,420.0,"AA, AY, BA, IB, MH, US"
OPM-2025-01-08,Michel Ardan,January,2025-01-08,Wednesday,2025-01-15,7,DFW,CDG,Paris,American Airlines Inc.,7944.1,420.0,"AA, AF, AY, BA, IB, US"
OPM-2025-03-05,Michel Ardan,March,2025-03-05,Wednesday,2025-03-12,7,DFW,MAD,Madrid,British Airways Plc,7973.9,420.0,"AA, AY, BA, IB, US"
OPM-2025-04-30,Michel Ardan,LateApril,2025-04-30,Wednesday,2025-05-07,7,DFW,AMS,Amsterdam,Delta Air Lines Inc.,7900.1,420.0,"DL, KL"
OPM-2025-08-27,Michel Ardan,LateAugust,2025-08-27,Wednesday,2025-09-01,5,DFW,CUN,Cancun,American Airlines Inc.,1657.2,420.0,"AA, NK, SY, US"
OPM-2025-09-10,Michel Ardan,September,2025-09-10,Wednesday,2025-09-17,7,DFW,LHR,London,British Airways Plc,7627.2,420.0,"AA, AY, BA, IB, MH, US"
OPD-2021-01-13,Nadia Fedor,January,2021-01-13,Wednesday,2021-01-20,7,DEN,LHR,London,American Airlines Inc.,7496.5,420.0,"AA, AY, BA, IB, UA"
OPD-2021-04-28,Nadia Fedor,LateApril,2021-04-28,Wednesday,2021-05-05,7,DEN,KEF,Keflavik,Icelandair,5727.0,420.0,FI
OPD-2021-06-09,Nadia Fedor,June,2021-06-09,Wednesday,2021-06-14,5,DEN,MEX,Mexico City,United Air Lines Inc.,2333.5,420.0,"UA, Y4"
OPD-2021-07-14,Nadia Fedor,July,2021-07-14,Wednesday,2021-07-19,5,DEN,CUN,Cancun,Frontier Airlines Inc.,2689.3,420.0,"F9, FL, UA, WN"
OPD-2021-08-25,Nadia Fedor,LateAugust,2021-08-25,Wednesday,2021-08-30,5,DEN,MCO,Orlando,Frontier Airlines Inc.,2486.3,215.0,"F9, FL, NK, UA, WN"
OPD-2022-01-12,Nadia Fedor,January,2022-01-12,Wednesday,2022-01-19,7,DEN,LHR,London,British Airways Plc,7496.5,420.0,"AA, AY, BA, IB, UA"
OPD-2022-04-27,Nadia Fedor,LateApril,2022-04-27,Wednesday,2022-05-04,7,DEN,KEF,Keflavik,Icelandair,5727.0,420.0,FI
OPD-2022-06-08,Nadia Fedor,June,2022-06-08,Wednesday,2022-06-13,5,DEN,MEX,Mexico City,United Air Lines Inc.,2333.5,420.0,"UA, Y4"
OPD-2022-07-13,Nadia Fedor,July,2022-07-13,Wednesday,2022-07-18,5,DEN,CUN,Cancun,United Air Lines Inc.,2689.3,420.0,"F9, FL, UA, WN"
OPD-2022-08-31,Nadia Fedor,LateAugust,2022-08-31,Wednesday,2022-09-05,5,DEN,MCO,Orlando,Spirit Air Lines,2486.3,215.0,"F9, FL, NK, UA, WN"
OPD-2023-01-11,Nadia Fedor,January,2023-01-11,Wednesday,2023-01-18,7,DEN,LHR,London,Iberia Air Lines Of Spain,7496.5,420.0,"AA, AY, BA, IB, UA"
OPD-2023-04-26,Nadia Fedor,LateApril,2023-04-26,Wednesday,2023-05-03,7,DEN,KEF,Keflavik,Icelandair,5727.0,420.0,FI
OPD-2023-06-14,Nadia Fedor,June,2023-06-14,Wednesday,2023-06-19,5,DEN,MEX,Mexico City,United Air Lines Inc.,2333.5,420.0,"UA, Y4"
OPD-2023-07-12,Nadia Fedor,July,2023-07-12,Wednesday,2023-07-17,5,DEN,CUN,Cancun,Southwest Airlines Co.,2689.3,420.0,"F9, FL, UA, WN"
OPD-2023-08-30,Nadia Fedor,LateAugust,2023-08-30,Wednesday,2023-09-04,5,DEN,MCO,Orlando,United Air Lines Inc.,2486.3,215.0,"F9, FL, NK, UA, WN"
OPD-2024-01-10,Nadia Fedor,January,2024-01-10,Wednesday,2024-01-17,7,DEN,LHR,London,United Air Lines Inc.,7496.5,420.0,"AA, AY, BA, IB, UA"
OPD-2024-04-24,Nadia Fedor,LateApril,2024-04-24,Wednesday,2024-05-01,7,DEN,KEF,Keflavik,Icelandair,5727.0,420.0,FI
OPD-2024-06-12,Nadia Fedor,June,2024-06-12,Wednesday,2024-06-17,5,DEN,MEX,Mexico City,United Air Lines Inc.,2333.5,420.0,"UA, Y4"
OPD-2024-07-10,Nadia Fedor,July,2024-07-10,Wednesday,2024-07-15,5,DEN,CUN,Cancun,Frontier Airlines Inc.,2689.3,420.0,"F9, FL, UA, WN"
OPD-2024-08-28,Nadia Fedor,LateAugust,2024-08-28,Wednesday,2024-09-02,5,DEN,MCO,Orlando,Southwest Airlines Co.,2486.3,215.0,"F9, FL, NK, UA, WN"
OPD-2025-01-08,Nadia Fedor,January,2025-01-08,Wednesday,2025-01-15,7,DEN,LHR,London,American Airlines Inc.,7496.5,420.0,"AA, AY, BA, IB, UA"
OPD-2025-04-30,Nadia Fedor,LateApril,2025-04-30,Wednesday,2025-05-07,7,DEN,KEF,Keflavik,Icelandair,5727.0,420.0,FI
OPD-2025-06-11,Nadia Fedor,June,2025-06-11,Wednesday,2025-06-16,5,DEN,MEX,Mexico City,United Air Lines Inc.,2333.5,420.0,"UA, Y4"
OPD-2025-07-09,Nadia Fedor,July,2025-07-09,Wednesday,2025-07-14,5,DEN,CUN,Cancun,United Air Lines Inc.,2689.3,420.0,"F9, FL, UA, WN"
OPD-2025-08-27,Nadia Fedor,LateAugust,2025-08-27,Wednesday,2025-09-01,5,DEN,MCO,Orlando,Frontier Airlines Inc.,2486.3,215.0,"F9, FL, NK, UA, WN"
OPL-2021-01-13,Ned Land,January,2021-01-13,Wednesday,2021-01-20,7,SFO,CDG,Paris,Compagnie Natl Air France,8962.2,420.0,"AF, AZ, DL, UA"
OPL-2021-03-03,Ned Land,March,2021-03-03,Wednesday,2021-03-10,7,SFO,NRT,Tokyo,United Air Lines Inc.,8227.6,420.0,"JL, NH, UA"
OPL-2021-04-28,Ned Land,LateApril,2021-04-28,Wednesday,2021-05-05,7,SFO,BCN,Barcelona,Iberia Air Lines Of Spain,9585.6,420.0,IB
OPL-2021-05-26,Ned Land,LateMay,2021-05-26,Wednesday,2021-06-02,7,SFO,LIS,Lisbon,TAP-TAP Air Portugal,9121.1,420.0,TP
OPL-2021-08-25,Ned Land,LateAugust,2021-08-25,Wednesday,2021-08-30,5,SFO,CUN,Cancun,United Air Lines Inc.,3871.2,420.0,"UA, VX"
OPL-2022-01-12,Ned Land,January,2022-01-12,Wednesday,2022-01-19,7,SFO,CDG,Paris,Delta Air Lines Inc.,8962.2,420.0,"AF, AZ, DL, UA"
OPL-2022-03-02,Ned Land,March,2022-03-02,Wednesday,2022-03-09,7,SFO,NRT,Tokyo,United Air Lines Inc.,8227.6,420.0,"JL, NH, UA"
OPL-2022-04-27,Ned Land,LateApril,2022-04-27,Wednesday,2022-05-04,7,SFO,BCN,Barcelona,Iberia Air Lines Of Spain,9585.6,420.0,IB
OPL-2022-05-25,Ned Land,LateMay,2022-05-25,Wednesday,2022-06-01,7,SFO,LIS,Lisbon,TAP-TAP Air Portugal,9121.1,420.0,TP
OPL-2022-08-31,Ned Land,LateAugust,2022-08-31,Wednesday,2022-09-05,5,SFO,CUN,Cancun,United Air Lines Inc.,3871.2,420.0,"UA, VX"
OPL-2023-01-11,Ned Land,January,2023-01-11,Wednesday,2023-01-18,7,SFO,CDG,Paris,United Air Lines Inc.,8962.2,420.0,"AF, AZ, DL, UA"
OPL-2023-03-01,Ned Land,March,2023-03-01,Wednesday,2023-03-08,7,SFO,NRT,Tokyo,United Air Lines Inc.,8227.6,420.0,"JL, NH, UA"
OPL-2023-04-26,Ned Land,LateApril,2023-04-26,Wednesday,2023-05-03,7,SFO,BCN,Barcelona,Iberia Air Lines Of Spain,9585.6,420.0,IB
OPL-2023-05-31,Ned Land,LateMay,2023-05-31,Wednesday,2023-06-07,7,SFO,LIS,Lisbon,TAP-TAP Air Portugal,9121.1,420.0,TP
OPL-2023-08-30,Ned Land,LateAugust,2023-08-30,Wednesday,2023-09-04,5,SFO,CUN,Cancun,United Air Lines Inc.,3871.2,420.0,"UA, VX"
OPL-2024-01-10,Ned Land,January,2024-01-10,Wednesday,2024-01-17,7,SFO,CDG,Paris,Compagnie Natl Air France,8962.2,420.0,"AF, AZ, DL, UA"
OPL-2024-03-06,Ned Land,March,2024-03-06,Wednesday,2024-03-13,7,SFO,NRT,Tokyo,United Air Lines Inc.,8227.6,420.0,"JL, NH, UA"
OPL-2024-04-24,Ned Land,LateApril,2024-04-24,Wednesday,2024-05-01,7,SFO,BCN,Barcelona,Iberia Air Lines Of Spain,9585.6,420.0,IB
OPL-2024-05-29,Ned Land,LateMay,2024-05-29,Wednesday,2024-06-05,7,SFO,LIS,Lisbon,TAP-TAP Air Portugal,9121.1,420.0,TP
OPL-2024-08-28,Ned Land,LateAugust,2024-08-28,Wednesday,2024-09-02,5,SFO,CUN,Cancun,United Air Lines Inc.,3871.2,420.0,"UA, VX"
OPL-2025-01-08,Ned Land,January,2025-01-08,Wednesday,2025-01-15,7,SFO,CDG,Paris,Delta Air Lines Inc.,8962.2,420.0,"AF, AZ, DL, UA"
OPL-2025-03-05,Ned Land,March,2025-03-05,Wednesday,2025-03-12,7,SFO,NRT,Tokyo,United Air Lines Inc.,8227.6,420.0,"JL, NH, UA"
OPL-2025-04-30,Ned Land,LateApril,2025-04-30,Wednesday,2025-05-07,7,SFO,BCN,Barcelona,Iberia Air Lines Of Spain,9585.6,420.0,IB
OPL-2025-05-28,Ned Land,LateMay,2025-05-28,Wednesday,2025-06-04,7,SFO,LIS,Lisbon,TAP-TAP Air Portugal,9121.1,420.0,TP
OPL-2025-08-27,Ned Land,LateAugust,2025-08-27,Wednesday,2025-09-01,5,SFO,CUN,Cancun,United Air Lines Inc.,3871.2,420.0,"UA, VX"
OPO-2021-01-13,Otto Lidenbrock,January,2021-01-13,Wednesday,2021-01-20,7,ORD,CPH,Copenhagen,Scandinavian Airlines Sys.,6853.7,420.0,SK
OPO-2021-03-03,Otto Lidenbrock,March,2021-03-03,Wednesday,2021-03-10,7,ORD,LHR,London,American Airlines Inc.,6343.8,420.0,"AA, AY, BA, DL, IB, LH, UA, US, VS"
OPO-2021-04-28,Otto Lidenbrock,LateApril,2021-04-28,Wednesday,2021-05-05,7,ORD,AMS,Amsterdam,Delta Air Lines Inc.,6611.9,420.0,"DL, KL, LH, QR, UA"
OPO-2021-07-14,Otto Lidenbrock,July,2021-07-14,Wednesday,2021-07-19,5,ORD,CUN,Cancun,American Airlines Inc.,2330.6,420.0,"AA, F9, NK, UA, US"
OPO-2021-09-08,Otto Lidenbrock,September,2021-09-08,Wednesday,2021-09-15,7,ORD,FCO,Rome,American Airlines Inc.,7741.6,420.0,"AA, AY, AZ, BA, DL, IB, US"
OPO-2022-01-12,Otto Lidenbrock,January,2022-01-12,Wednesday,2022-01-19,7,ORD,CPH,Copenhagen,Scandinavian Airlines Sys.,6853.7,420.0,SK
OPO-2022-03-02,Otto Lidenbrock,March,2022-03-02,Wednesday,2022-03-09,7,ORD,LHR,London,British Airways Plc,6343.8,420.0,"AA, AY, BA, DL, IB, LH, UA, US, VS"
OPO-2022-04-27,Otto Lidenbrock,LateApril,2022-04-27,Wednesday,2022-05-04,7,ORD,AMS,Amsterdam,Klm Royal Dutch Airlines,6611.9,420.0,"DL, KL, LH, QR, UA"
OPO-2022-07-13,Otto Lidenbrock,July,2022-07-13,Wednesday,2022-07-18,5,ORD,CUN,Cancun,Frontier Airlines Inc.,2330.6,420.0,"AA, F9, NK, UA, US"
OPO-2022-09-14,Otto Lidenbrock,September,2022-09-14,Wednesday,2022-09-21,7,ORD,FCO,Rome,British Airways Plc,7741.6,420.0,"AA, AY, AZ, BA, DL, IB, US"
OPO-2023-01-11,Otto Lidenbrock,January,2023-01-11,Wednesday,2023-01-18,7,ORD,CPH,Copenhagen,Scandinavian Airlines Sys.,6853.7,420.0,SK
OPO-2023-03-01,Otto Lidenbrock,March,2023-03-01,Wednesday,2023-03-08,7,ORD,LHR,London,Delta Air Lines Inc.,6343.8,420.0,"AA, AY, BA, DL, IB, LH, UA, US, VS"
OPO-2023-04-26,Otto Lidenbrock,LateApril,2023-04-26,Wednesday,2023-05-03,7,ORD,AMS,Amsterdam,Lufthansa German Airlines,6611.9,420.0,"DL, KL, LH, QR, UA"
OPO-2023-07-12,Otto Lidenbrock,July,2023-07-12,Wednesday,2023-07-17,5,ORD,CUN,Cancun,Spirit Air Lines,2330.6,420.0,"AA, F9, NK, UA, US"
OPO-2023-09-13,Otto Lidenbrock,September,2023-09-13,Wednesday,2023-09-20,7,ORD,FCO,Rome,Delta Air Lines Inc.,7741.6,420.0,"AA, AY, AZ, BA, DL, IB, US"
OPO-2024-01-10,Otto Lidenbrock,January,2024-01-10,Wednesday,2024-01-17,7,ORD,CPH,Copenhagen,Scandinavian Airlines Sys.,6853.7,420.0,SK
OPO-2024-03-06,Otto Lidenbrock,March,2024-03-06,Wednesday,2024-03-13,7,ORD,LHR,London,Iberia Air Lines Of Spain,6343.8,420.0,"AA, AY, BA, DL, IB, LH, UA, US, VS"
OPO-2024-04-24,Otto Lidenbrock,LateApril,2024-04-24,Wednesday,2024-05-01,7,ORD,AMS,Amsterdam,United Air Lines Inc.,6611.9,420.0,"DL, KL, LH, QR, UA"
OPO-2024-07-10,Otto Lidenbrock,July,2024-07-10,Wednesday,2024-07-15,5,ORD,CUN,Cancun,United Air Lines Inc.,2330.6,420.0,"AA, F9, NK, UA, US"
OPO-2024-09-11,Otto Lidenbrock,September,2024-09-11,Wednesday,2024-09-18,7,ORD,FCO,Rome,Iberia Air Lines Of Spain,7741.6,420.0,"AA, AY, AZ, BA, DL, IB, US"
OPO-2025-01-08,Otto Lidenbrock,January,2025-01-08,Wednesday,2025-01-15,7,ORD,CPH,Copenhagen,Scandinavian Airlines Sys.,6853.7,420.0,SK
OPO-2025-03-05,Otto Lidenbrock,March,2025-03-05,Wednesday,2025-03-12,7,ORD,LHR,London,Lufthansa German Airlines,6343.8,420.0,"AA, AY, BA, DL, IB, LH, UA, US, VS"
OPO-2025-04-30,Otto Lidenbrock,LateApril,2025-04-30,Wednesday,2025-05-07,7,ORD,AMS,Amsterdam,Delta Air Lines Inc.,6611.9,420.0,"DL, KL, LH, QR, UA"
OPO-2025-07-09,Otto Lidenbrock,July,2025-07-09,Wednesday,2025-07-14,5,ORD,CUN,Cancun,American Airlines Inc.,2330.6,420.0,"AA, F9, NK, UA, US"
OPO-2025-09-10,Otto Lidenbrock,September,2025-09-10,Wednesday,2025-09-17,7,ORD,FCO,Rome,American Airlines Inc.,7741.6,420.0,"AA, AY, AZ, BA, DL, IB, US"
OPF-2021-01-13,Phileas Fogg,January,2021-01-13,Wednesday,2021-01-20,7,JFK,LHR,London,American Airlines Inc.,5539.7,420.0,"AA, AF, AI, AY, BA, DL, IB, KL, KU, MH, US, VS"
OPF-2021-03-03,Phileas Fogg,March,2021-03-03,Wednesday,2021-03-10,7,JFK,FCO,Rome,American Airlines Inc.,6865.7,420.0,"AA, AY, AZ, BA, DL, IB, US"
OPF-2021-04-28,Phileas Fogg,LateApril,2021-04-28,Wednesday,2021-05-05,7,JFK,CDG,Paris,American Airlines Inc.,5833.7,420.0,"AA, AF, AY, AZ, BA, DL, EY, IB, QR, SE, US"
OPF-2021-08-25,Phileas Fogg,LateAugust,2021-08-25,Wednesday,2021-08-30,5,JFK,MCO,Orlando,American Airlines Inc.,1521.4,215.0,"AA, B6, DL, US"
OPF-2021-09-08,Phileas Fogg,September,2021-09-08,Wednesday,2021-09-15,7,JFK,ATH,Athens,Delta Air Lines Inc.,7932.5,420.0,DL
OPF-2022-01-12,Phileas Fogg,January,2022-01-12,Wednesday,2022-01-19,7,JFK,LHR,London,Compagnie Natl Air France,5539.7,420.0,"AA, AF, AI, AY, BA, DL, IB, KL, KU, MH, US, VS"
OPF-2022-03-02,Phileas Fogg,March,2022-03-02,Wednesday,2022-03-09,7,JFK,FCO,Rome,British Airways Plc,6865.7,420.0,"AA, AY, AZ, BA, DL, IB, US"
OPF-2022-04-27,Phileas Fogg,LateApril,2022-04-27,Wednesday,2022-05-04,7,JFK,CDG,Paris,Compagnie Natl Air France,5833.7,420.0,"AA, AF, AY, AZ, BA, DL, EY, IB, QR, SE, US"
OPF-2022-08-31,Phileas Fogg,LateAugust,2022-08-31,Wednesday,2022-09-05,5,JFK,MCO,Orlando,JetBlue Airways,1521.4,215.0,"AA, B6, DL, US"
OPF-2022-09-14,Phileas Fogg,September,2022-09-14,Wednesday,2022-09-21,7,JFK,ATH,Athens,Delta Air Lines Inc.,7932.5,420.0,DL
OPF-2023-01-11,Phileas Fogg,January,2023-01-11,Wednesday,2023-01-18,7,JFK,LHR,London,British Airways Plc,5539.7,420.0,"AA, AF, AI, AY, BA, DL, IB, KL, KU, MH, US, VS"
OPF-2023-03-01,Phileas Fogg,March,2023-03-01,Wednesday,2023-03-08,7,JFK,FCO,Rome,Delta Air Lines Inc.,6865.7,420.0,"AA, AY, AZ, BA, DL, IB, US"
OPF-2023-04-26,Phileas Fogg,LateApril,2023-04-26,Wednesday,2023-05-03,7,JFK,CDG,Paris,British Airways Plc,5833.7,420.0,"AA, AF, AY, AZ, BA, DL, EY, IB, QR, SE, US"
OPF-2023-08-30,Phileas Fogg,LateAugust,2023-08-30,Wednesday,2023-09-04,5,JFK,MCO,Orlando,Delta Air Lines Inc.,1521.4,215.0,"AA, B6, DL, US"
OPF-2023-09-13,Phileas Fogg,September,2023-09-13,Wednesday,2023-09-20,7,JFK,ATH,Athens,Delta Air Lines Inc.,7932.5,420.0,DL
OPF-2024-01-10,Phileas Fogg,January,2024-01-10,Wednesday,2024-01-17,7,JFK,LHR,London,Delta Air Lines Inc.,5539.7,420.0,"AA, AF, AI, AY, BA, DL, IB, KL, KU, MH, US, VS"
OPF-2024-03-06,Phileas Fogg,March,2024-03-06,Wednesday,2024-03-13,7,JFK,FCO,Rome,Iberia Air Lines Of Spain,6865.7,420.0,"AA, AY, AZ, BA, DL, IB, US"
OPF-2024-04-24,Phileas Fogg,LateApril,2024-04-24,Wednesday,2024-05-01,7,JFK,CDG,Paris,Delta Air Lines Inc.,5833.7,420.0,"AA, AF, AY, AZ, BA, DL, EY, IB, QR, SE, US"
OPF-2024-08-28,Phileas Fogg,LateAugust,2024-08-28,Wednesday,2024-09-02,5,JFK,MCO,Orlando,American Airlines Inc.,1521.4,215.0,"AA, B6, DL, US"
OPF-2024-09-11,Phileas Fogg,September,2024-09-11,Wednesday,2024-09-18,7,JFK,ATH,Athens,Delta Air Lines Inc.,7932.5,420.0,DL
OPF-2025-01-08,Phileas Fogg,January,2025-01-08,Wednesday,2025-01-15,7,JFK,LHR,London,Iberia Air Lines Of Spain,5539.7,420.0,"AA, AF, AI, AY, BA, DL, IB, KL, KU, MH, US, VS"
OPF-2025-03-05,Phileas Fogg,March,2025-03-05,Wednesday,2025-03-12,7,JFK,FCO,Rome,American Airlines Inc.,6865.7,420.0,"AA, AY, AZ, BA, DL, IB, US"
OPF-2025-04-30,Phileas Fogg,LateApril,2025-04-30,Wednesday,2025-05-07,7,JFK,CDG,Paris,Iberia Air Lines Of Spain,5833.7,420.0,"AA, AF, AY, AZ, BA, DL, EY, IB, QR, SE, US"
OPF-2025-08-27,Phileas Fogg,LateAugust,2025-08-27,Wednesday,2025-09-01,5,JFK,MCO,Orlando,JetBlue Airways,1521.4,215.0,"AA, B6, DL, US"
OPF-2025-09-10,Phileas Fogg,September,2025-09-10,Wednesday,2025-09-17,7,JFK,ATH,Athens,Delta Air Lines Inc.,7932.5,420.0,DL
OPR-2021-01-13,Pierre Aronnax,January,2021-01-13,Wednesday,2021-01-20,7,BOS,CPH,Copenhagen,Scandinavian Airlines Sys.,5890.4,420.0,SK
OPR-2021-03-03,Pierre Aronnax,March,2021-03-03,Wednesday,2021-03-10,7,BOS,KEF,Keflavik,Icelandair,3874.2,420.0,FI
OPR-2021-05-26,Pierre Aronnax,LateMay,2021-05-26,Wednesday,2021-06-02,7,BOS,MAD,Madrid,American Airlines Inc.,5474.4,420.0,"AA, AY, BA, IB"
OPR-2021-07-14,Pierre Aronnax,July,2021-07-14,Wednesday,2021-07-19,5,BOS,CUN,Cancun,American Airlines Inc.,2796.2,420.0,"AA, AM, B6, DL, US"
OPR-2021-08-25,Pierre Aronnax,LateAugust,2021-08-25,Wednesday,2021-08-30,5,BOS,MCO,Orlando,JetBlue Airways,1806.0,215.0,"B6, DL, FL, WN"
OPR-2022-01-12,Pierre Aronnax,January,2022-01-12,Wednesday,2022-01-19,7,BOS,CPH,Copenhagen,Scandinavian Airlines Sys.,5890.4,420.0,SK
OPR-2022-03-02,Pierre Aronnax,March,2022-03-02,Wednesday,2022-03-09,7,BOS,KEF,Keflavik,Icelandair,3874.2,420.0,FI
OPR-2022-05-25,Pierre Aronnax,LateMay,2022-05-25,Wednesday,2022-06-01,7,BOS,MAD,Madrid,British Airways Plc,5474.4,420.0,"AA, AY, BA, IB"
OPR-2022-07-13,Pierre Aronnax,July,2022-07-13,Wednesday,2022-07-18,5,BOS,CUN,Cancun,JetBlue Airways,2796.2,420.0,"AA, AM, B6, DL, US"
OPR-2022-08-31,Pierre Aronnax,LateAugust,2022-08-31,Wednesday,2022-09-05,5,BOS,MCO,Orlando,Delta Air Lines Inc.,1806.0,215.0,"B6, DL, FL, WN"
OPR-2023-01-11,Pierre Aronnax,January,2023-01-11,Wednesday,2023-01-18,7,BOS,CPH,Copenhagen,Scandinavian Airlines Sys.,5890.4,420.0,SK
OPR-2023-03-01,Pierre Aronnax,March,2023-03-01,Wednesday,2023-03-08,7,BOS,KEF,Keflavik,Icelandair,3874.2,420.0,FI
OPR-2023-05-31,Pierre Aronnax,LateMay,2023-05-31,Wednesday,2023-06-07,7,BOS,MAD,Madrid,Iberia Air Lines Of Spain,5474.4,420.0,"AA, AY, BA, IB"
OPR-2023-07-12,Pierre Aronnax,July,2023-07-12,Wednesday,2023-07-17,5,BOS,CUN,Cancun,Delta Air Lines Inc.,2796.2,420.0,"AA, AM, B6, DL, US"
OPR-2023-08-30,Pierre Aronnax,LateAugust,2023-08-30,Wednesday,2023-09-04,5,BOS,MCO,Orlando,Southwest Airlines Co.,1806.0,215.0,"B6, DL, FL, WN"
OPR-2024-01-10,Pierre Aronnax,January,2024-01-10,Wednesday,2024-01-17,7,BOS,CPH,Copenhagen,Scandinavian Airlines Sys.,5890.4,420.0,SK
OPR-2024-03-06,Pierre Aronnax,March,2024-03-06,Wednesday,2024-03-13,7,BOS,KEF,Keflavik,Icelandair,3874.2,420.0,FI
OPR-2024-05-29,Pierre Aronnax,LateMay,2024-05-29,Wednesday,2024-06-05,7,BOS,MAD,Madrid,American Airlines Inc.,5474.4,420.0,"AA, AY, BA, IB"
OPR-2024-07-10,Pierre Aronnax,July,2024-07-10,Wednesday,2024-07-15,5,BOS,CUN,Cancun,American Airlines Inc.,2796.2,420.0,"AA, AM, B6, DL, US"
OPR-2024-08-28,Pierre Aronnax,LateAugust,2024-08-28,Wednesday,2024-09-02,5,BOS,MCO,Orlando,JetBlue Airways,1806.0,215.0,"B6, DL, FL, WN"
OPR-2025-01-08,Pierre Aronnax,January,2025-01-08,Wednesday,2025-01-15,7,BOS,CPH,Copenhagen,Scandinavian Airlines Sys.,5890.4,420.0,SK
OPR-2025-03-05,Pierre Aronnax,March,2025-03-05,Wednesday,2025-03-12,7,BOS,KEF,Keflavik,Icelandair,3874.2,420.0,FI
OPR-2025-05-28,Pierre Aronnax,LateMay,2025-05-28,Wednesday,2025-06-04,7,BOS,MAD,Madrid,British Airways Plc,5474.4,420.0,"AA, AY, BA, IB"
OPR-2025-07-09,Pierre Aronnax,July,2025-07-09,Wednesday,2025-07-14,5,BOS,CUN,Cancun,JetBlue Airways,2796.2,420.0,"AA, AM, B6, DL, US"
